author,avg_rating,genres,language,num_pages,num_ratings,num_reviews,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5,title
Jane Austen,3.85,"Fiction, Classics, Romance",English,507.0,257148,8304,$45.02,2003-04-26 00:00:00,4818,16478,66389,93735,75728,Mansfield Park
Suzanne Collins,4.03,"Science Fiction Fantasy, Teen, Post Apocalyptic, Dystopia, Romance, Science Fiction, Fiction, Young Adult, Apocalyptic, Adventure, Fantasy",English,392.0,2057900,99013,$29.99 to $99.99,2010-08-24 00:00:00,33210,120684,409456,680552,813998,Mockingjay
Natalie Babbitt,3.87,"Childrens, Classics, Fiction, Young Adult, Fantasy",English,139.0,202456,8294,$17.49,1985-11-01 00:00:00,4186,13399,50919,70686,63266,Tuck Everlasting
J.R. Ward,4.2,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy",English,393.0,264018,11760,$10.66,2005-09-06 00:00:00,7630,11352,37009,71328,136699,Dark Lover
Edgar Allan Poe,4.16,"Horror, Academic, Mystery, School, Classics, Fiction, Short Stories, Literature, Gothic, Poetry, Fantasy",English,448.0,204249,1168,$2.00,2004-09-28 00:00:00,2469,6547,34548,73199,87486,The Tell-Tale Heart and Other Writings
John Knowles,3.57,"Academic, Historical Fiction, Historical, School, Classics, Fiction, Young Adult",English,208.0,177407,6641,$14.41,2003-09-30 00:00:00,9095,19908,49624,58574,40206,A Separate Peace
Beatrice Sparks,3.76,"Fiction, Young Adult, Classics",English,213.0,219215,10036,$8.54,2006-01-01 00:00:00,8666,19620,55381,67460,68088,Go Ask Alice
Unknown,3.43,"Academic, Epic, Historical, School, Classics, Fiction, Literature, Medieval, Poetry, Read For School, Mythology, Fantasy",English,213.0,205837,5703,$63.24,2001-02-17 00:00:00,13336,28345,63606,57908,42642,Beowulf
Neil Gaiman,4.13,"Horror, Childrens, Paranormal, Fiction, Young Adult, Fantasy",English,307.0,385203,27946,$250.00,2008-09-30 00:00:00,6554,14602,61945,141833,160269,The Graveyard Book
Kami Garcia,3.76,"Young Adult, Romance, Paranormal, Fantasy",English,563.0,500660,21567,$1.99,2009-12-01 00:00:00,21846,47406,123134,144014,164260,Beautiful Creatures
Christopher Paolini,3.98,"Fiction, Young Adult, Dragons, Fantasy",English,704.0,307535,8976,$12.67,2007-03-13 00:00:00,5910,18082,64722,107337,111484,Eldest
Rainbow Rowell,4.09,"Fiction, Young Adult, Contemporary, Romance",English,328.0,727740,60384,"$37,100.00",2013-02-26 00:00:00,17677,35192,121773,244074,309024,Eleanor & Park
Philip K. Dick,4.08,"Science Fiction, Dystopia, Classics, Fiction",English,244.0,291977,11081,$59.37,1996-06-26 00:00:00,2420,10113,54206,120624,104614,Do Androids Dream of Electric Sheep?
Rick Riordan,4.46,"Young Adult, Mythology, Fantasy",English,586.0,394769,14839,$75.01,2012-10-02 00:00:00,4372,6685,36306,104787,242619,The Mark of Athena
Jack London,3.96,"Classics, Fiction, Young Adult, Animals, Adventure",English,252.0,131348,3888,$6.59,2001-01-01 00:00:00,1972,6427,30262,48445,44242,White Fang
Bret Easton Ellis,3.82,"Horror, Mystery, Classics, Fiction, Crime, Thriller",English,399.0,203823,8796,$39.99,1991-03-26 00:00:00,9864,15571,42025,70731,65632,American Psycho
Alan Moore,4.25,"Graphic Novels, Sequential Art, Comics, Science Fiction, Fiction, Dystopia",English,296.0,237024,4842,$1.09,2005-11-01 00:00:00,3770,7051,31541,78549,116113,V for Vendetta
Stephen King,3.96,"Fiction, Science Fiction, Horror, Fantasy",English,231.0,452214,16740,$69.95,2003-07-26 00:00:00,12822,31214,92724,138504,176950,The Gunslinger
Anonymous,4.34,"Religion, Nonfiction, Classics, Islam, Philosophy",Arabic,604.0,51455,2852,$9.99,0650-04-26 00:00:00,3553,2399,4258,4147,37098,Qurʾan / القرآن الكريم
Gayle Forman,3.95,"Fiction, Young Adult, Contemporary, Romance",English,201.0,648060,37142,$17.10,2009-04-02 00:00:00,15122,40568,140666,216132,235572,If I Stay
Roald Dahl,4.17,"Fiction, Childrens, Fantasy",English,208.0,270485,6293,$12.98,1997-04-26 00:00:00,4081,8949,45005,90351,122099,The Witches
E.L. James,3.86,"Erotica, Adult Fiction, Adult, Romance, Fiction, BDSM",English,579.0,651150,25978,$33.95,2012-04-17 00:00:00,42681,60451,118931,149381,279706,Fifty Shades Freed
Marie Lu,4.18,"Science Fiction, Young Adult, Dystopia, Romance",English,305.0,367937,26317,$4.99,2011-11-29 00:00:00,6154,13717,56842,121927,169297,Legend
Veronica Roth,3.63,"Science Fiction, Young Adult, Dystopia, Fiction",English,526.0,737581,64209,$9.98,2013-10-22 00:00:00,35962,87526,195852,213417,204824,Allegiant
Robert Munsch,4.35,"Childrens, Picture Books",English,32.0,182270,4825,$56.19,1995-09-01 00:00:00,6666,7015,18651,32701,117237,Love You Forever
Arthur Conan Doyle,4.1,"Fiction, Crime, Classics, Mystery",English,256.0,210608,6631,"$1,929.60",2001-07-01 00:00:00,1312,5966,40466,84678,78186,The Hound of the Baskervilles
Jane Austen,4.55,"Fiction, Classics, Romance",English,1344.0,26060,643,$22.99,1996-06-17 00:00:00,437,476,1700,5278,18169,The Complete Novels
Charles Frazier,3.85,"Historical Fiction, Historical, Romance, Civil War, Fiction, Military History",English,356.0,206232,5327,$20.06,2006-09-01 00:00:00,6344,14710,46840,74029,64309,Cold Mountain
Garth Stein,4.2,"Fiction, Contemporary, Animals, Dogs",English,321.0,399155,34622,$2.99,2008-05-13 00:00:00,5281,15243,59304,132003,187324,The Art of Racing in the Rain
James Joyce,3.61,"Academic, European Literature, 20th Century, Irish Literature, Cultural, School, Classics, Fiction, Literary Fiction, Literature, Ireland, Novels, Classic Literature",English,329.0,114782,4561,$5.08,2003-03-25 00:00:00,6978,12265,29053,36868,29618,A Portrait of the Artist as a Young Man
Jonathan Swift,3.56,"Classics, Fantasy, Fiction, Literature, Adventure",English,306.0,208993,4764,$67.00,2003-01-30 00:00:00,6582,21787,70137,68521,41966,Gulliver's Travels
Anna Sewell,3.95,"Childrens, Classics, Fiction, Young Adult, Animals",English,245.0,214616,4122,$9.36,2003-03-01 00:00:00,4078,12638,50988,68530,78382,Black Beauty
Lois Lowry,4.13,"Historical Fiction, Historical, Childrens, Classics, Fiction, Young Adult",English,137.0,388358,12020,$15.51,1998-02-09 00:00:00,4355,13982,69586,138695,161740,Number the Stars
Ann Patchett,3.93,"Fiction, Contemporary, Book Club, Literary Fiction",English,352.0,221386,13682,"$1,830.00",2005-08-02 00:00:00,4872,14608,47569,79051,75286,Bel Canto
Tim Butcher,4.05,"Africa, Nonfiction, Cultural, Memoir, Travel, Travelogue, Biography, Politics, Biography Memoir, History, Autobiography, Adventure",English,363.0,6717,586,$7.75,2008-01-03 00:00:00,96,238,1243,2801,2339,Blood River: A Journey to Africa's Broken Heart
Neil Gaiman,4.08,"Romance, Fantasy, Fiction, Young Adult, Adventure",English,248.0,309584,16059,$11.50,2006-08-29 00:00:00,3239,11129,57973,121986,115257,Stardust
Bill Bryson,4.2,"Science, Nonfiction, Audiobook, History",English,544.0,246729,10604,$9.17,2004-09-14 00:00:00,4396,8362,34555,84702,114714,A Short History of Nearly Everything
John Grisham,4.06,"Suspense, Mystery, Fiction, Crime, Thriller",English,515.0,655649,4791,$7.97,2004-03-15 00:00:00,12382,26665,127681,234671,254250,A Time to Kill
Virginia Woolf,3.79,"Fiction, Novels, Classics, Literature",English,194.0,193417,8017,$5.55,2002-10-28 00:00:00,7507,16648,45404,63810,60048,Mrs. Dalloway
C.S. Lewis,4.03,"Childrens, Classics, Fiction, Young Adult, Fantasy",English,221.0,351568,10746,$287.32,2005-05-04 00:00:00,3600,16156,77893,121801,132118,The Magician's Nephew
Kazuo Ishiguro,3.81,"Fiction, Dystopia, Science Fiction",English,288.0,397247,27278,$5.60,2010-08-31 00:00:00,10752,30953,94749,145569,115224,Never Let Me Go
Chinua Achebe,3.64,"Africa, Academic, Historical Fiction, Historical, Cultural, School, Classics, Fiction, Literature",English,209.0,249956,12075,$59.28,1994-10-26 00:00:00,10432,24586,68099,88238,58601,Things Fall Apart
George Eliot,3.95,"Historical Fiction, Historical, Classics, Fiction, Literature",English,904.0,123562,6433,$20.11,2004-04-26 00:00:00,4139,8188,24871,38887,47477,Middlemarch
J.D. Salinger,3.98,"Fiction, Classics, Short Stories, Literature",English,201.0,173513,5871,$4.50,2001-01-30 00:00:00,3034,10045,37243,60335,62856,Franny and Zooey
Bryce Courtenay,4.35,"Africa, Historical Fiction, Historical, Cultural, Classics, Fiction",English,544.0,70519,4943,$15.60,1996-09-29 00:00:00,862,1875,7794,21481,38507,The Power of One
Rick Riordan,4.44,"Young Adult, Mythology, Fantasy",English,521.0,361740,13891,$9.17,2011-10-04 00:00:00,1898,5302,35083,107732,211725,The Son of Neptune
E.L. James,3.85,"Erotica, Adult Fiction, Adult, Romance, Fiction, BDSM",English,532.0,673475,28630,$33.95,2011-09-16 00:00:00,41463,64559,125038,162095,280320,Fifty Shades Darker
Rainbow Rowell,4.09,"Fiction, Young Adult, Contemporary, Romance",English,483.0,476155,45534,$9.98,2013-09-10 00:00:00,12206,23365,79687,155073,205824,Fangirl
Gillian Flynn,4.06,"Fiction, Crime, Mystery, Thriller",English,415.0,1950294,127317,$7.00,2014-04-22 00:00:00,47157,93155,323833,722233,763916,Gone Girl
Helen Fielding,3.76,"Humor, Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",English,288.0,827499,8973,$11.11,1999-06-01 00:00:00,31879,63635,213520,278142,240323,Bridget Jones's Diary
Fannie Flagg,4.27,"LGBT, Southern, Historical Fiction, Historical, Womens Fiction, Classics, American, Chick Lit, Fiction",English,416.0,247549,5491,$6.58,2002-05-07 00:00:00,1508,4994,34677,89325,117045,Fried Green Tomatoes at the Whistle Stop Cafe
Jon Stone,4.44,"Humor, Storytime, Childrens, Funny, Classics, Fiction, Juvenile, Picture Books, Kids, Fantasy",English,32.0,115273,2766,$4.65,2004-05-11 00:00:00,2325,2896,11521,23244,75287,The Monster at the End of this Book
Charlaine Harris,3.96,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",English,292.0,471809,17624,$10.98,2001-05-01 00:00:00,12139,27120,101639,156574,174337,Dead Until Dark
Patrick Rothfuss,4.58,"Fiction, Epic Fantasy, Fantasy",English,994.0,354561,18901,$145.00,2011-03-01 00:00:00,1976,4998,22077,82594,242916,The Wise Man's Fear
Haruki Murakami,4.13,"Japanese Literature, Contemporary, Cultural, Japan, Fiction, Magical Realism, Asian Literature, Fantasy",English,467.0,246058,16987,$13.99,2006-01-03 00:00:00,3387,9496,38198,94450,100527,Kafka on the Shore
Pat Conroy,4.24,"Southern, Contemporary, Classics, American, Romance, Fiction",English,679.0,180134,3884,$10.31,2002-03-26 00:00:00,2343,5733,25843,59513,86702,The Prince of Tides
Anne Frank,4.12,"Nonfiction, Classics, Memoir, Biography, History, Autobiography",English,304.0,2373799,24796,$1.96,1993-07-26 00:00:00,54309,102428,397587,757507,1061968,The Diary of a Young Girl
Haruki Murakami,4.03,"Japanese Literature, Contemporary, Cultural, Japan, Romance, Fiction, Asian Literature",English,296.0,274342,16209,$6.43,2000-09-12 00:00:00,3760,13159,51418,108930,97075,Norwegian Wood
William Styron,4.19,"Historical Fiction, War, Historical, World War II, Classics, Fiction, Holocaust",English,562.0,77010,2300,$2.70,1992-03-03 00:00:00,1358,2929,11429,25613,35681,Sophie's Choice
Kate Chopin,3.64,"Academic, School, Classics, Feminism, Fiction, Literature",English,195.0,156874,6606,$5.60,2006-04-26 00:00:00,8294,16444,39992,50502,41642,The Awakening
Cassandra Clare,4.29,"Young Adult, Romance, Paranormal, Fantasy",English,534.0,372352,18314,$84.13,2012-05-08 00:00:00,3918,11997,50117,112096,194224,City of Lost Souls
Jostein Gaarder,3.91,"Classics, Fiction, Novels, Young Adult, Philosophy",English,403.0,168650,9242,$16.82,1995-04-26 00:00:00,4422,11126,36758,59138,57206,Sophie's World
Henry David Thoreau,3.79,"Nonfiction, Nature, Classics, Environment, Philosophy",English,352.0,136315,4393,$110.00,2004-04-18 00:00:00,5700,11615,31286,44088,43626,Walden
H.G. Wells,3.88,"Classics, Science Fiction, Fiction, Time Travel, Fantasy",English,118.0,356073,9147,$11.09,2002-10-01 00:00:00,4179,18404,93756,138452,101282,The Time Machine
Isaac Asimov,4.15,"Science Fiction, Classics, Fiction",English,244.0,354617,7918,$4.45 to $5.15,2004-06-01 00:00:00,8232,14149,54617,115234,162385,Foundation
سید مرتضی مصطفوی,3.92,,Persian,204.0,899,128,Not available,2015-01-01 00:00:00,189,12,44,92,562,زندگی مه آلود پریا
Judy Blume,3.9,"Fiction, Young Adult, Classics, Childrens",English,149.0,173784,5932,$48.17,2001-04-01 00:00:00,3723,10513,42773,59311,57464,"Are You There God? It's Me, Margaret"
Johanna Spyri,3.98,"Historical Fiction, Childrens Classics, Childrens, Historical, Classics, 19th Century, Middle Grade, Fiction, Juvenile, Literature, Young Adult",English,352.0,162941,3235,$24.20,2002-11-15 00:00:00,2273,8620,38729,53716,59603,Heidi
Donna Tartt,4.09,"Fiction, Mystery, Contemporary",English,559.0,238402,17076,$200.00,2004-04-13 00:00:00,4494,12115,39713,83125,98955,The Secret History
Wilson Rawls,4.06,"Fiction, Young Adult, Classics, Childrens",English,272.0,308462,10025,$27.95,2000-05-09 00:00:00,7043,16152,57350,98310,129607,Where the Red Fern Grows
Stephen King,4.35,"Horror, Short Stories, Fiction, Thriller",English,560.0,155958,3819,$8.89,1995-02-16 00:00:00,514,2396,19054,53854,80140,Different Seasons
Tim O'Brien,4.13,"Historical Fiction, Historical, Classics, Fiction, Short Stories, War",English,246.0,224654,12663,$49.00,1998-12-29 00:00:00,3495,9736,36639,79880,94904,The Things They Carried
William Shakespeare,4.49,"Fiction, Classics, Poetry, Plays",English,1248.0,48219,762,$6.39,1990-09-08 00:00:00,484,723,4444,11455,31113,The Complete Works
John Irving,4.12,"Historical Fiction, Historical, Classics, Fiction, Literature",English,973.0,147569,3508,$8.15,2000-07-01 00:00:00,1357,4602,25262,60367,55981,The Cider House Rules
John Milton,3.81,"Religion, Classics, Fiction, Literature, Poetry",English,453.0,116763,3152,$6.44,2003-02-27 00:00:00,4411,9906,27625,36578,38243,Paradise Lost
Voltaire,3.76,"Cultural, Classics, Fiction, Literature, Philosophy, France",English,129.0,196414,6607,$193.59,1991-01-01 00:00:00,5554,16165,51794,68602,54299,Candide
Diane Setterfield,3.96,"Mystery, Historical Fiction, Historical, Books About Books, Fiction, Gothic, Writing",English,406.0,249375,21056,$22.55,2006-09-12 00:00:00,4898,13819,53111,93317,84230,The Thirteenth Tale
Kristin Cashore,4.09,"Fiction, Young Adult, Romance, Fantasy",English,471.0,343116,20794,$7.63,2008-10-01 00:00:00,8237,16667,57044,114870,146298,Graceling
Walt Whitman,4.12,"Academic, School, Classics, American, 19th Century, Fiction, Literature, The United States Of America, Poetry, Philosophy, Classic Literature",English,624.0,79506,2257,$134.99,2006-08-01 00:00:00,1769,3713,13270,24940,35814,Leaves of Grass
James Herriot,4.32,"Nonfiction, Classics, Memoir, Biography, Autobiography, Animals",,448.0,104940,3317,$41.14,2014-05-06 00:00:00,718,2078,13805,34696,53643,All Creatures Great and Small
Roald Dahl,4.0,"Fiction, Classics, Childrens, Fantasy",English,146.0,329774,6062,$2.65,2002-09-10 00:00:00,5354,15021,72679,116860,119860,James and the Giant Peach
Elizabeth Kostova,3.78,"Mystery, Historical Fiction, Historical, Fiction, Fantasy",English,704.0,225992,15271,$5.55,2005-04-26 00:00:00,9228,20137,51996,74700,69931,The Historian
Ralph Ellison,3.85,"African American, Cultural, Classics, Fiction, Literature",English,581.0,142391,5061,$29.99,1995-02-01 00:00:00,4643,10840,31813,48348,46747,Invisible Man
Cornelia Funke,3.87,"Fiction, Young Adult, Fantasy",English,548.0,328125,11172,$400.00,2005-06-01 00:00:00,8981,24306,76674,107677,110487,Inkheart
Harriet Beecher Stowe,3.85,"Historical Fiction, Historical, Classics, Fiction, Literature",English,438.0,176923,6786,$15.00,1999-08-05 00:00:00,4204,12868,43885,59496,56470,Uncle Tom's Cabin
Neil Gaiman,4.18,"Fiction, Science Fiction Fantasy, Urban Fantasy, Fantasy",English,370.0,368918,19553,$94.95,2003-09-02 00:00:00,4178,11909,57043,137693,158095,Neverwhere
Diana Wynne Jones,4.3,"Childrens, Classics, Young Adult Fantasy, Romance, Middle Grade, Fiction, Magic, Young Adult, Adventure, Fantasy",English,329.0,171052,11599,$4.99,2001-08-01 00:00:00,1843,4605,21923,54830,87851,Howl's Moving Castle
Jon Krakauer,3.97,"Biography, Nonfiction, Travel, Adventure",English,207.0,774982,19591,$3.99,1997-01-20 00:00:00,21930,40086,152608,286621,273737,Into the Wild
William Shakespeare,3.9,"Fiction, Classics, Drama, Plays",English,316.0,162692,3828,$29.56,2004-04-26 00:00:00,3053,11341,39646,53138,55514,King Lear
Marissa Meyer,4.15,"Science Fiction, Young Adult, Dystopia, Fantasy",English,390.0,574818,48264,$18.15,2012-01-03 00:00:00,15279,23525,84294,189176,262544,Cinder
Laurie Halse Anderson,4.01,"Fiction, Young Adult, Contemporary, Realistic Fiction",English,208.0,426866,21186,$83.37,2001-04-01 00:00:00,9136,23535,85432,143600,165163,Speak
Fyodor Dostoyevsky,4.19,"Russia, Cultural, Classics, Russian Literature, Fiction, Literature",English,667.0,108563,4150,$6.90,2003-04-08 00:00:00,1231,4136,16806,37342,49048,The Idiot
Christopher Moore,4.26,"Religion, Humor, Historical Fiction, Historical, Comedy, Fiction, Fantasy",English,444.0,139294,11262,$33.74,2004-05-25 00:00:00,2792,5161,18027,40937,72377,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
T.H. White,4.08,"Young Adult, Historical Fiction, Historical, Arthurian, Classics, Fiction, Literature, Science Fiction Fantasy, Mythology, Fantasy",English,639.0,88646,3638,$5.99,1987-06-15 00:00:00,1493,3986,16249,31178,35740,The Once and Future King
Anne Rice,4.07,"Horror, Paranormal, Vampires, Fiction, Fantasy",English,481.0,162650,3404,$25.00,2004-08-31 00:00:00,1610,7083,32775,58524,62658,The Vampire Lestat
Ki Longfellow,4.44,"Historical Fiction, Historical, Northern Africa, Fiction, Egypt",English,301.0,2075,187,$20.95,2009-08-20 00:00:00,32,47,138,621,1237,Flow Down Like Silver: Hypatia of Alexandria
John Green,3.84,"Fiction, Young Adult, Contemporary",English,305.0,770267,46079,$5.60,2009-09-22 00:00:00,19094,60280,188140,259119,243634,Paper Towns
Stephen King,4.14,"Horror, Fiction, Thriller",English,370.0,419327,8755,$3.28,1988-11-01 00:00:00,5207,14172,72387,150963,176598,Misery
Jamie McGuire,4.12,"New Adult, Contemporary, Romance, Contemporary Romance, Young Adult",English,319.0,493492,26650,$19.99 to $24.99,2011-05-26 00:00:00,20684,27204,70614,127112,247878,Beautiful Disaster
Wally Lamb,4.18,"Fiction, Contemporary",English,897.0,275947,8299,$9.63,1999-05-26 00:00:00,4622,10440,42001,92764,126120,I Know This Much Is True
William Shakespeare,3.88,"Tragedy, Academic, School, Classics, Drama, Plays, Fiction, Literature, Poetry, Read For School, Theatre",English,314.0,282595,5390,$13.80,2004-01-01 00:00:00,4663,17852,70500,102109,87471,Othello
Janet Fitch,3.95,"Fiction, Chick Lit, Contemporary, Womens Fiction",English,446.0,281270,6634,$7.71,2001-09-01 00:00:00,4234,14579,64620,104600,93237,White Oleander
Stieg Larsson,4.22,"Fiction, Crime, Mystery, Thriller",English,563.0,587080,27980,$10.23,2010-05-23 00:00:00,4237,15893,85343,224418,257189,The Girl Who Kicked the Hornet's Nest
