title,avg_rating,genres,author,num_pages,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5
The Bronze Horseman,4.32,"Historical Fiction, Historical Romance, Historical, Romance, Fiction",Paullina Simons,637,$4.33,4/26/2001,1509,2492,6041,13504,33623
The Fiery Heart,4.37,"Romance, Young Adult, Fantasy, Paranormal, Vampires",Richelle Mead,420,$10.90,11/19/2013,391,1205,6887,18920,33188
The Magus,4.05,"Mystery, Classics, Fiction, Literature, Fantasy",John Fowles,656,$7.73,1/4/2001,1169,2539,7208,13738,18012
Seabiscuit: An American Legend,4.21,"Nonfiction, Sports and Games, Sports, Biography, History, Animals",Laura Hillenbrand,457,$4.95,7/1/2003,1511,3731,19406,46091,59157
House of Leaves,4.12,"Horror, Mystery, Fantasy, Fiction",Mark Z. Danielewski,705,$13.58,3/7/2000,3869,6067,15043,29154,51181
A Little Princess,4.19,"Fiction, Young Adult, Classics, Childrens",Frances Hodgson Burnett,242,$13.99,2/26/2002,3739,7726,40374,83925,115982
Jonathan Livingston Seagull,3.82,"Inspirational, Spirituality, Classics, Fiction, Philosophy, Fantasy",Richard Bach,112,$9.78,2/7/2006,6792,15434,39830,51656,60206
The Crystal Cave,4.13,"Fiction, Historical Fiction, Fantasy, Arthurian, Historical, Mythology",Mary  Stewart,494,$30.15,5/1/2003,328,1284,7218,14913,15902
The Complete Works,4.49,"Fiction, Classics, Poetry, Plays",William Shakespeare,1248,$6.39,9/8/1990,484,723,4444,11455,31113
The Adventures of Tom Sawyer,3.9,"Academic, Historical Fiction, Historical, Childrens, School, Classics, American, Fiction, Literature, Novels, Young Adult, Adventure",Mark Twain,244,$7.25,2/28/2006,14184,38691,160392,246683,215938
Divine Secrets of the Ya-Ya Sisterhood,3.81,"Contemporary, Womens Fiction, Chick Lit, Fiction, Adult Fiction",Rebecca Wells,383,$13.99,12/7/2004,16333,36341,124913,166987,150869
Walks Away Woman,4.32,"Survival, Literature, Fiction, Adventure",Ki Longfellow,254,$19.42,12/7/2013,4,6,29,500,336
The Fountainhead,3.86,"Fiction, Classics, Literature, Philosophy",Ayn Rand,704,"$4,500.00",9/1/1996,19330,20114,47440,82799,107351
The Testament,3.85,"Mystery, Thriller, Fiction",John Grisham,535,$174.99,12/28/1999,1096,5352,26409,34989,26292
Me Before You,4.26,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",Jojo Moyes,369,$5.60,12/31/2012,13913,28766,117391,310277,459768
The Burning Bridge,4.3,"Action, Fiction, Fantasy, Young Adult, Childrens, Young Adult Fantasy, Teen, Middle Grade, Historical, Adventure, Medieval",John Flanagan,262,$10.14,6/8/2006,740,2114,12771,30884,47294
The House of Mirth,3.95,"Historical Fiction, Historical, Classics, Fiction, Literature",Edith Wharton,351,$9.82,1/19/2006,1893,4288,15487,27117,26019
The Quiet American,3.97,"Fiction, Historical Fiction, Literature, Historical, War, Classics",Graham Greene,180,$12.74,8/31/2004,330,1644,8763,18390,11641
The Turn of the Screw,3.44,"Mystery, Fiction, Gothic, Horror, Classics",Henry James,131,$7.30,4/26/1994,3683,10895,26681,24460,14444
The Four Agreements: A Practical Guide to Personal Freedom,4.15,"Self Help, Philosophy, Nonfiction, Spirituality",Miguel Ruiz,168,$0.99,9/14/2001,3168,7364,23736,43698,69670
The Firm,4,"Suspense, Mystery, Fiction, Crime, Legal Thriller, Thriller",John Grisham,76,$16.99,2/15/2000,5390,20845,115944,203237,176075
The Raven Boys,4.06,"Young Adult, Romance, Paranormal, Fantasy",Maggie Stiefvater,409,$14.99,9/18/2012,5548,10114,35116,75626,84863
Sarah's Key,4.15,"Historical Fiction, War, Historical, World War II, Fiction, Holocaust",Tatiana de Rosnay,294,$14.52,6/26/2007,4259,13658,59900,147053,157663
A Widow for One Year,3.75,"Contemporary, Fiction",John Irving,576,$12.62,6/1/2004,978,3788,15421,21457,12515
The Crossing,4.12,"Novels, Literature, Westerns, Fiction",Cormac McCarthy,426,$12.14,6/7/1994,202,860,4753,10909,10472
Empire Falls,3.92,"Contemporary, Fiction",Richard Russo,483,$5.60,4/12/2002,1583,5474,22474,41104,30168
Oryx and Crake,4.01,"Post Apocalyptic, Fiction, Science Fiction, Dystopia, Apocalyptic, Fantasy",Margaret Atwood,389,$5.60,3/30/2004,4032,9863,36725,74752,69795
Lock and Key,4.01,"Fiction, Young Adult, Contemporary, Romance",Sarah Dessen,432,$18.88,4/22/2008,2012,6715,29164,46349,50023
The Pact,4,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",Jodi Picoult,512,$8.51,8/29/2006,3837,12413,53533,91977,91107
Nickel and Dimed: On (Not) Getting by in America,3.62,"Nonfiction, Politics, Economics, Autobiography, Sociology, Memoir",Barbara Ehrenreich,240,$4.16,5/1/2002,10920,15178,42636,57736,41467
Messenger,3.91,"Fiction, Young Adult, Fantasy, Dystopia, Science Fiction",Lois Lowry,169,$10.70 to $16.00,8/22/2006,841,5023,25478,40415,28797
The Shining,4.2,"Horror, Classics, Fiction, Thriller",Stephen King,447,$7.96,7/1/1980,19990,31493,135821,315687,453945
The Witching Hour,4.11,"Horror, Paranormal, Witches, Fiction, Fantasy",Anne Rice,1207,$3.83,11/4/2004,1986,4895,16537,29257,42707
Blue Moon,3.61,"Young Adult, Romance, Paranormal, Fantasy",Alyson Noel,284,$12.99,7/7/2009,4157,9924,22667,22444,22751
Blue Moon,4.05,"Romance, Fantasy, Paranormal, Urban Fantasy, Vampires",Laurell K. Hamilton,418,$12.99,9/24/2002,796,2950,12179,18903,23238
Hunted,3.93,"Young Adult, Vampires, Paranormal, Fantasy",P.C. Cast,323,$68.95,3/10/2009,4386,11297,34419,44108,59771
Dark Flame,3.74,"Young Adult, Romance, Paranormal, Fantasy",Alyson Noel,320,$5.55,6/22/2010,2522,6001,14470,14756,19093
Everything Is Illuminated,3.9,"Historical Fiction, Contemporary, Historical, Fiction, Novels",Jonathan Safran Foer,276,$11.23,4/1/2003,4498,10890,32836,55584,52138
Life of Pi,3.9,"Contemporary, Classics, Fantasy, Fiction, Adventure",Yann Martel,460,$4.99,8/29/2006,42439,80044,238491,423145,402854
Tales of the City,4.04,"GLBT, Humor, Fiction, Queer, LGBT",Armistead Maupin,272,$11.25,4/26/1989,517,1539,6231,11464,12251
The Jungle,3.73,"Historical Fiction, Historical, Classics, Fiction, Literature",Upton Sinclair,335,$10.10,4/1/2003,3950,10023,31452,43146,31296
Tara Road,3.89,"Romance, Womens Fiction, Ireland, Fiction, Cultural, Chick Lit",Maeve Binchy,648,$4.97,7/18/2000,840,3470,17683,26707,19928
Chosen,3.92,"Young Adult, Vampires, Paranormal, Fantasy",P.C. Cast,307,$38.71,3/4/2008,6741,16010,47694,59773,82335
Night,4.32,"Nonfiction, World War II, Classics, Memoir, Biography, History, Autobiography, Holocaust",Elie Wiesel,120,$7.16 to $23.96,1/16/2006,10272,22117,103195,268259,448212
Guilty Pleasures,4.02,"Horror, Urban Fantasy, Paranormal, Vampires, Romance, Fantasy",Laurell K. Hamilton,355,$25.63,8/3/2004,3433,7065,24064,38699,51522
The Cay,3.75,"Fiction, Historical Fiction, Young Adult, Academic, Childrens, Survival, Read For School, School, Historical, Middle Grade, Classics, Adventure",Theodore Taylor,156,$9.47,4/8/2003,933,2467,7942,10061,8350
The One,4.21,"Dystopia, Romance, Science Fiction, Young Adult, Fantasy",Kiera Cass,323,$189.90,5/6/2014,4367,12514,45759,90576,145153
Redeeming Love,4.49,"Historical Fiction, Historical, Romance, Fiction, Christian, Christian Fiction",Francine Rivers,464,$2.50,5/9/2005,3304,4796,14718,36561,124610
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26,"Religion, Humor, Historical Fiction, Historical, Comedy, Fiction, Fantasy",Christopher Moore,444,$33.74,5/25/2004,2792,5161,18027,40937,72377
Persuasion,4.13,"Fiction, Classics, Romance",Jane Austen,249,$1.98,3/18/2004,8610,18253,80748,152782,205632
The Invisible Man,3.63,"Fantasy, Classics, Science Fiction, Fiction",H.G. Wells,192,$20.74,9/3/2002,1966,9792,39537,41944,22593
The Color of Water: A Black Man's Tribute to His White Mother,4.08,"Nonfiction, Autobiography, Biography, Cultural, Memoir, African American",James McBride,291,$4.90,1/14/2004,1302,3420,17189,35949,35718
The Nightingale,4.56,"Fiction, Historical Fiction, Historical, World War II, War",Kristin Hannah,440,$4.00,2/3/2015,4010,7255,29854,120659,337795
The Vampire Lestat,4.07,"Horror, Paranormal, Vampires, Fiction, Fantasy",Anne Rice,481,$25.00,8/31/2004,1610,7083,32775,58524,62658
The Queen of the Damned,3.88,"Horror, Paranormal, Vampires, Fiction, Fantasy",Anne Rice,448,$19.39,11/29/1997,1930,8418,32977,42141,40556
The Forty Rules of Love,4.16,"Novels, Historical, Fiction, Historical Fiction",Elif Shafak,354,$13.99,2/18/2010,2840,4878,13841,29048,48168
The Heir,3.82,"Romance, Young Adult, Fantasy, Dystopia, Science Fiction",Kiera Cass,342,$38.34,5/5/2015,4050,12575,43049,55035,50788
Finale,4.21,"Paranormal, Romance, Young Adult, Angels, Fantasy",Becca Fitzpatrick,464,$20.99 to $27.99,10/23/2012,2610,6046,18785,33209,65303
The Dead Zone,3.91,"Horror, Fantasy, Thriller, Fiction",Stephen King,402,$3.20,8/26/1980,1486,7581,40120,58756,46342
The Rescue,4.1,"Fiction, Chick Lit, Womens Fiction, Romance",Nicholas Sparks,352,$11.60,4/1/2005,1777,6179,31940,53183,66036
The Magic Mountain,4.14,"European Literature, German Literature, Classics, Fiction, Literature, Novels, Philosophy",Thomas Mann,706,$946.59,4/26/1996,665,1496,4655,8990,13936
The Book of Negroes,4.46,"Fiction, Historical Fiction, Canada, Cultural, Historical, Africa",Lawrence Hill,470,$38.17,1/12/2015,397,855,5174,21033,37848
Ragtime,3.88,"Fiction, Historical Fiction, Literature, Historical, Novels, Classics",E.L. Doctorow,320,$11.12,11/17/2010,656,1944,8203,13710,9863
Real,4.2,"Romance, Contemporary, Sports, New Adult, Sports and Games, Contemporary Romance",Katy Evans,293,$3.08 to $11.73,4/8/2013,2585,4299,13137,26420,48727
Les Fleurs du Mal,4.26,"France, European Literature, Classics, Cultural, French Literature, Poetry",Charles Baudelaire,365,$76.15,10/1/1983,551,1280,5750,13325,20800
"The History of Tom Jones, a Foundling",3.74,"18th Century, Romance, English Literature, Humor, Fiction, Historical Fiction, Literature, European Literature, British Literature, Historical, Novels, Classics",Henry Fielding,975,$101.29,9/27/2005,1097,2585,7869,9693,8517
Sense and Sensibility,4.06,"Fiction, Classics, Romance",Jane Austen,409,$8.92,4/29/2003,20210,37828,154904,300262,346842
The Hobbit: Graphic Novel,4.48,"Graphic Novels, Fiction, Fantasy, Comics, Sequential Art, Classics",Chuck Dixon,133,$1.66,11/1/1990,1012,2186,14373,42741,97710
Change of Heart,3.92,"Adult Fiction, Womens Fiction, Contemporary, Fiction, Chick Lit",Jodi Picoult,448,$14.25,3/4/2008,1457,5184,23589,37908,30791
Bleak House,4.01,"Fiction, Classics, Literature, 19th Century",Charles Dickens,1017,$9.08,1/6/2006,2252,5143,16653,28739,34328
Marked,3.8,"Young Adult, Vampires, Paranormal, Fantasy",P.C. Cast,306,$14.73,5/1/2007,23024,36566,87185,105116,148099
Suzanne's Diary for Nicholas,4.16,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",James Patterson,289,$4.16,8/1/2003,2266,5646,22047,40420,61727
Faith of the Fallen,4.12,"Fantasy, Epic Fantasy, Fiction",Terry Goodkind,785,$5.60,12/15/2001,1452,3235,10270,17852,28297
Love in the Time of Cholera,3.9,"Historical Fiction, Historical, Classics, Romance, Fiction, Magical Realism",Gabriel GarcÃ_a MÃ¡rquez,348,$5.60,10/5/2003,12260,25992,72181,122930,126409
A Time to Kill,4.06,"Suspense, Mystery, Fiction, Crime, Thriller",John Grisham,515,$7.97,3/15/2004,12382,26665,127681,234671,254250
The Eternity Code,4.05,"Fantasy, Fiction, Young Adult",Eoin Colfer,352,$35.80,4/6/2006,1179,3789,23550,42068,39781
All the Pretty Horses,3.98,"Historical Fiction, Historical, Classics, Fiction, Literature, Westerns",Cormac McCarthy,302,$5.55,6/29/1993,1642,4348,16267,33695,28379
The Edge of Never,4.25,"New Adult, Contemporary, Romance, Contemporary Romance, Young Adult",J.A. Redmerski,426,$5.60,11/15/2012,3033,5468,18147,38284,71699
The Fall,4.05,"Cultural, Classics, Fiction, Literature, Philosophy, France",Albert Camus,147,$2.57,5/7/1991,642,2500,11695,22830,21752
Message in a Bottle,3.96,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",Nicholas Sparks,342,$2.56 to $3.66,12/1/1999,4745,12647,46725,64070,77025
The Guardian,4.15,"Contemporary, Mystery, Womens Fiction, Adult, Chick Lit, Romance, Drama, Fiction, Contemporary Romance, Love, Adult Fiction",Nicholas Sparks,400,$9.08,4/1/2005,1945,5814,27775,48847,68004
Nights in Rodanthe,3.83,"Romance, Womens Fiction, Chick Lit, Fiction",Nicholas Sparks,222,$9.30,8/26/2004,3228,11117,38911,45375,46594
Watchers,4.17,"Horror, Suspense, Mystery, Science Fiction, Fiction, Thriller",Dean Koontz,624,$14.69,1/28/2003,1523,4291,23033,43017,58386
Lucifer's Hammer,3.99,"Apocalyptic, Science Fiction, Fiction, Post Apocalyptic",Larry Niven,629,$16.99,7/12/1977,480,1741,8289,14118,12675
The Client,3.99,"Suspense, Mystery, Fiction, Crime, Thriller",John Grisham,483,$24.51,3/16/2010,2780,13193,84003,141267,116344
Angelfall,4.17,"Paranormal, Dystopia, Science Fiction, Young Adult, Angels, Fantasy",Susan Ee,288,$10.79,8/28/2012,3536,6214,21498,46475,68892
The Thief,3.89,"Fiction, Historical Fiction, Fantasy, Young Adult, Historical, Adventure",Megan Whalen Turner,280,$15.00,12/27/2005,1306,3338,13057,20288,17676
The Reader,3.75,"European Literature, Historical Fiction, Historical, World War II, German Literature, Fiction, Holocaust",Bernhard Schlink,216,$7.40,6/26/1997,3188,11778,43153,61536,36510
The Sound and the Fury,3.86,"Fiction, Novels, Classics, Literature",William Faulkner,326,$7.84,10/26/1990,7344,11966,28670,44939,53536
This Girl,4.16,"Romance, Contemporary, Young Adult, New Adult, Contemporary Romance",Colleen Hoover,304,$24.07,4/30/2013,1094,3114,11128,20410,31099
The Complete Novels,4.55,"Fiction, Classics, Romance",Jane Austen,1344,$22.99,6/17/1996,437,476,1700,5278,18169
Blue Bloods,3.68,"Young Adult, Vampires, Paranormal, Fantasy",Melissa de la Cruz,302,$18.12,3/27/2007,6217,12977,33127,35551,37989
Dead to the World,4.14,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",Charlaine Harris,291,$12.60,4/1/2005,1981,6523,42968,84515,93367
The Zombie Room,3.63,"Mystery, Drama, Fiction, Crime, Thriller",R.D. Ronald,241,$10.43,4/10/2016,1803,1775,4016,4417,6262
Franny and Zooey,3.98,"Fiction, Classics, Short Stories, Literature",J.D. Salinger,201,$4.50,1/30/2001,3034,10045,37243,60335,62856
The Wasp Factory,3.83,"Fiction, Contemporary, Thriller, Horror",Iain Banks,192,$5.61,4/26/1998,1930,4403,13557,23005,18088
Last Exit to Brooklyn,3.92,"Fiction, Literature, Novels, Classics, New York, American",Hubert Selby Jr.,290,$5.80,4/26/2000,547,1223,4200,7497,6735
L'Ã‰cume des jours,4,"Romance, France, Fiction, European Literature, Cultural, French Literature, Classics",Boris Vian,351,$2.59,2/26/1997,757,1533,4099,7328,9358
Year of Wonders,4.01,"Fiction, Historical Fiction, European Literature, British Literature, Historical",Geraldine Brooks,358,$5.60,4/30/2002,1729,5395,24075,48252,41046
The Scorch Trials,3.93,"Science Fiction, Young Adult, Dystopia",James Dashner,362,$37.05,10/12/2010,6454,24780,90977,141313,130392
Follow the River,4.21,"Adventure, Historical, Fiction, Historical Fiction",James Alexander Thom,406,$7.97,11/12/1986,204,504,2409,5942,7586
Making Faces,4.34,"Romance, Contemporary, Young Adult, Military Fiction, War, Contemporary Romance",Amy Harmon,405,$5.55,10/12/2013,770,1617,5793,13860,28636
The Year of the Flood,4.06,"Fiction, Dystopia, Apocalyptic, Science Fiction, Post Apocalyptic",Margaret Atwood,431,$14.80,,866,3407,16533,38786,31718
Steve Jobs,4.12,"Technology, Nonfiction, Biography, Business, Science",Walter Isaacson,656,$6.74,10/24/2011,27861,29846,113277,265931,350671
Tigana,4.12,"Science Fiction Fantasy, Epic Fantasy, Fiction, Fantasy, High Fantasy",Guy Gavriel Kay,676,$5.60,12/1/1999,875,1776,5941,12025,16417
The Chosen,4.04,"Religion, Historical Fiction, Historical, Classics, Fiction, Literature, Jewish, Young Adult",Chaim Potok,304,$11.04,4/12/1987,1369,3672,14680,29491,29636
The Best of Me,3.92,"Romance, Womens Fiction, Adult Fiction, Contemporary, Fiction, Adult, Love, Audiobook, Chick Lit, Drama, Contemporary Romance",Nicholas Sparks,292,$12.79,10/11/2011,2756,9419,30116,42917,46753
The Sword of Summer,4.26,"Fantasy, Mythology, Young Adult",Rick Riordan,491,$10.32,10/6/2015,2042,3464,15930,39485,60481
Cold Mountain,3.85,"Historical Fiction, Historical, Romance, Civil War, Fiction, Military History",Charles Frazier,356,$20.06,9/1/2006,6344,14710,46840,74029,64309
White Teeth,3.76,"Contemporary, Fiction, European Literature, British Literature, Novels",Zadie Smith,448,$4.38,6/12/2001,3070,8572,26774,40981,27606
Night Pleasures,4.22,"Romance, Fantasy, Paranormal, Urban Fantasy, Vampires, Paranormal Romance",Sherrilyn Kenyon,309,$19.86,9/15/2009,856,2245,10162,21765,31788
Alanna: The First Adventure,4.27,"Fantasy, Fiction, Magic, Young Adult, Adventure",Tamora Pierce,274,$7.28,1/1/2005,1337,2661,14717,33042,51962
City of Lost Souls,4.29,"Young Adult, Romance, Paranormal, Fantasy",Cassandra Clare,534,$84.13,5/8/2012,3918,11997,50117,112096,194224
Walk Two Moons,3.96,"Realistic Fiction, Childrens, Middle Grade, Fiction, Young Adult",Sharon Creech,280,$22.00,5/24/1996,3467,8776,30538,45723,52486
Wither,3.81,"Young Adult, Dystopia, Science Fiction, Fantasy",Lauren DeStefano,358,$49.99,3/22/2011,3352,7922,22136,30130,30009
The Unbecoming of Mara Dyer,4.07,"Young Adult, Romance, Paranormal, Fantasy",Michelle Hodkin,456,$5.98,9/27/2011,4163,8259,23224,43800,62594
The Fires of Heaven,4.15,"Fantasy, Science Fiction Fantasy, Epic Fantasy, Fiction",Robert Jordan,912,$15.72,7/4/1994,927,3669,20869,45053,48948
The Thorn Birds,4.23,"Historical Fiction, Historical, Cultural, Classics, Romance, Fiction, Australia",Colleen McCullough,692,$5.60,4/26/2002,3123,9715,45042,92612,141330
City of Thieves,4.3,"Fiction, Historical Fiction, Russia, Cultural, Historical, World War II, War",David Benioff,258,$4.23,6/1/2008,560,1863,11154,37744,45051
The Magician's Nephew,4.03,"Childrens, Classics, Fiction, Young Adult, Fantasy",C.S. Lewis,221,$287.32,5/4/2005,3600,16156,77893,121801,132118
Pale Fire,4.18,"Russia, Cultural, Classics, Fiction, Literature, Poetry, Novels",Vladimir Nabokov,246,$9.65,8/31/2000,739,1570,5196,10818,17034
The Traitor's Emblem,3.79,"Mystery, Fiction, Historical Fiction, Thriller, Germany, Historical, Cultural",Juan Gomez-Jurado,317,$4.90,7/19/2011,39,129,456,804,446
The Haunting of Hill House,3.86,"Horror, Mystery, Paranormal, Classics, Fiction, Gothic, Fantasy",Shirley Jackson,208,$1.95,11/28/2006,1997,7420,26165,38852,32256
Forever,3.91,"Romance, Werewolves, Fiction, Young Adult, Fantasy, Animals, Paranormal, Urban Fantasy, Wolves, Supernatural, Shapeshifters, Paranormal Romance",Maggie Stiefvater,390,$44.00,7/12/2011,2138,6805,23004,32189,34602
The Lost Hero,4.35,"Urban Fantasy, Childrens, Fantasy, Middle Grade, Greek Mythology, Fiction, Magic, Young Adult, Mythology, Adventure",Rick Riordan,557,$23.37,10/12/2010,5362,12328,65428,167377,297372
Chasing the Red Queen,4.23,"Romance, New Adult, Contemporary, Fiction, Young Adult, Novels",Karen Glista,277,$36.03,2/2/2018,16,14,171,619,559
The Story of My Life,4.08,"Nonfiction, Classics, Memoir, Biography, Autobiography",Helen Keller,240,$1.49,5/1/1990,2728,5048,22548,39392,50159
